model,dataset,rdbms,row_id,difficulty,query_split,question_split,schema_num_tables,schema_num_columns,prompt_tokens,gen_time_s,pred_success,gold_success,pred_vs_gold_match,pred_execution_time_s,gold_execution_time_s,num_table_repairs,num_column_repairs,has_repairs,valid_prediction,successful_execution
gpt2xl,advising,mysql,64,3,train,exclude,4,61,449,52.820006,False,True,False,0.05191946029663086,0.02973461151123047,0,0,False,False,False
gpt2xl,advising,mysql,66,3,train,train,4,43,320,43.742942,False,True,False,0.04082155227661133,0.021116018295288086,0,0,False,False,False
gpt2xl,advising,mysql,67,3,train,exclude,4,61,451,55.949183,False,True,False,0.0539090633392334,0.02782893180847168,0,0,False,False,False
gpt2xl,advising,mysql,68,3,train,exclude,4,61,449,56.515164,False,True,False,0.04845094680786133,0.020880460739135742,0,0,False,False,False
gpt2xl,advising,mysql,69,3,train,exclude,4,43,317,42.794496,False,True,False,0.04270672798156738,0.016138076782226562,0,0,False,False,False
gpt2xl,advising,mysql,70,3,train,exclude,4,59,446,49.82208,False,True,False,0.05560302734375,0.02012324333190918,0,0,False,False,False
gpt2xl,advising,mysql,72,3,train,exclude,4,50,348,39.492881,False,True,False,0.036496877670288086,0.01845240592956543,0,0,False,False,False
gpt2xl,advising,mysql,73,3,train,train,4,61,452,57.578696,False,True,False,0.07982230186462402,0.03789091110229492,0,0,False,False,False
gpt2xl,advising,mysql,74,3,train,exclude,4,61,451,58.500933,False,True,False,0.14273905754089355,0.08381962776184082,0,0,False,False,False
gpt2xl,advising,mysql,75,3,train,exclude,4,61,453,52.727937,False,True,False,0.05929756164550781,0.034706830978393555,0,0,False,False,False
gpt2xl,advising,mysql,76,3,train,exclude,4,61,455,59.825233,False,True,False,0.08263349533081055,0.05269002914428711,0,0,False,False,False
gpt2xl,advising,mysql,77,3,train,exclude,4,61,455,54.950421,False,True,False,0.07415199279785156,0.03194618225097656,0,0,False,False,False
gpt2xl,advising,mysql,78,3,train,exclude,4,61,451,51.519431,False,True,False,0.06149101257324219,0.036763906478881836,0,0,False,False,False
gpt2xl,advising,mysql,79,3,train,exclude,4,61,455,53.584792,False,True,False,0.05240273475646973,0.026288270950317383,0,0,False,False,False
gpt2xl,advising,mysql,80,3,train,exclude,4,43,323,43.679054,False,True,False,0.0463109016418457,0.017386913299560547,0,0,False,False,False
gpt2xl,advising,mysql,81,3,train,exclude,4,60,461,57.088502,False,True,False,0.09632396697998047,0.05256032943725586,0,0,False,False,False
gpt2xl,advising,mysql,82,3,train,exclude,4,61,453,55.631577,False,True,False,0.050457000732421875,0.021419525146484375,0,0,False,False,False
gpt2xl,advising,mysql,83,3,train,exclude,4,59,450,63.192735,False,True,False,0.09229779243469238,0.05420255661010742,0,0,False,False,False
gpt2xl,advising,mysql,84,3,train,exclude,4,59,451,61.915523,False,True,False,0.054370880126953125,0.022441625595092773,0,0,False,False,False
gpt2xl,advising,mysql,85,3,train,exclude,4,43,339,39.618866,False,True,False,0.04070329666137695,0.01851677894592285,0,0,False,False,False
gpt2xl,advising,mysql,86,3,train,exclude,4,61,451,55.086807,False,True,False,0.0592191219329834,0.018422603607177734,0,0,False,False,False
gpt2xl,advising,mysql,87,3,train,exclude,4,61,451,55.399482,False,True,False,0.04303121566772461,0.016859054565429688,0,0,False,False,False
gpt2xl,advising,mysql,88,3,train,exclude,4,61,455,57.015807,False,True,False,0.054273366928100586,0.017129898071289062,0,0,False,False,False
gpt2xl,advising,mysql,89,3,train,test,4,61,451,54.764649,False,True,False,0.05000185966491699,0.01863837242126465,0,0,False,False,False
gpt2xl,advising,mysql,90,3,train,dev,4,42,326,42.573813,False,True,False,0.0430452823638916,0.024121999740600586,0,0,False,False,False
gpt2xl,advising,mysql,91,3,train,exclude,4,61,448,63.280463,False,True,False,0.08772397041320801,0.037419795989990234,0,0,False,False,False
gpt2xl,advising,mysql,92,3,train,exclude,4,61,451,54.959311,False,True,False,0.040352582931518555,0.01955699920654297,0,0,False,False,False
gpt2xl,advising,mysql,93,3,train,exclude,4,59,443,213.585506,False,True,False,0.12429618835449219,0.07907509803771973,0,0,False,False,False
gpt2xl,advising,mysql,94,3,train,exclude,4,59,443,210.585938,False,True,False,0.15159916877746582,0.10155892372131348,0,0,False,False,False
gpt2xl,advising,mysql,95,3,train,exclude,4,61,450,55.472962,False,True,False,0.04729795455932617,0.02615809440612793,0,0,False,False,False
gpt2xl,advising,mysql,96,3,train,exclude,4,43,324,37.510686,False,True,False,0.036176204681396484,0.017656326293945312,0,0,False,False,False
gpt2xl,advising,mysql,97,3,train,exclude,4,43,341,44.318374,False,True,False,0.06362223625183105,0.0350339412689209,0,0,False,False,False
gpt2xl,advising,mysql,98,3,train,exclude,4,46,374,40.933331,False,True,False,0.04101419448852539,0.013851165771484375,0,0,False,False,False
gpt2xl,advising,mysql,101,3,train,exclude,4,43,338,44.046692,False,True,False,0.0319516658782959,0.01312112808227539,0,0,False,False,False
gpt2xl,advising,mysql,102,3,train,exclude,4,43,318,42.212335,False,True,False,0.0547330379486084,0.01213383674621582,0,0,False,False,False
gpt2xl,advising,mysql,103,3,train,exclude,4,42,326,42.97513,False,True,False,0.06496834754943848,0.0185089111328125,0,0,False,False,False
gpt2xl,advising,mysql,106,3,train,train,4,61,449,43.805879,False,True,False,0.16130733489990234,0.09039521217346191,0,0,False,False,False
gpt2xl,advising,mysql,108,3,train,exclude,4,61,450,55.404124,False,True,False,0.05431246757507324,0.045526742935180664,0,0,False,False,False
gpt2xl,advising,mysql,109,3,train,exclude,4,43,336,43.148646,False,True,False,0.051590919494628906,0.01801776885986328,0,0,False,False,False
gpt2xl,advising,mysql,110,3,train,exclude,4,61,452,55.150464,False,True,False,0.040895700454711914,0.014963388442993164,0,0,False,False,False
gpt2xl,advising,mysql,111,3,train,exclude,4,61,451,55.391523,False,True,False,0.05639314651489258,0.013466596603393555,0,0,False,False,False
gpt2xl,advising,mysql,112,3,train,exclude,4,43,336,44.219399,False,True,False,0.054009199142456055,0.02142333984375,0,0,False,False,False
gpt2xl,advising,mysql,113,3,train,exclude,4,61,450,55.184786,False,True,False,0.08655619621276855,0.041136741638183594,0,0,False,False,False
gpt2xl,advising,mysql,114,3,train,exclude,4,43,320,42.983669,False,True,False,0.04003620147705078,0.02344799041748047,0,0,False,False,False
gpt2xl,advising,mysql,115,3,train,exclude,4,61,450,56.50751,False,True,False,0.0767521858215332,0.04401278495788574,0,0,False,False,False
gpt2xl,advising,mysql,116,3,train,train,4,27,244,30.24446,False,True,False,0.04122138023376465,0.01994490623474121,0,0,False,False,False
gpt2xl,advising,mysql,117,3,train,exclude,4,27,223,28.032484,False,True,False,0.03425765037536621,0.01689624786376953,0,0,False,False,False
gpt2xl,advising,mysql,118,3,train,exclude,4,59,442,55.148901,False,True,False,0.08938479423522949,0.05816364288330078,0,0,False,False,False
gpt2xl,advising,mysql,119,3,train,train,4,35,260,37.00648,False,True,False,0.04545903205871582,0.020124197006225586,0,0,False,False,False
gpt2xl,advising,mysql,120,3,train,train,4,61,453,55.515198,False,True,False,0.07441878318786621,0.04475116729736328,0,0,False,False,False
gpt2xl,advising,mysql,121,3,train,exclude,4,61,451,55.450016,False,True,False,0.05245256423950195,0.029684066772460938,0,0,False,False,False
gpt2xl,advising,mysql,122,3,train,exclude,4,61,451,55.205301,False,True,False,0.039617300033569336,0.017140865325927734,0,0,False,False,False
gpt2xl,advising,mysql,123,3,train,exclude,4,43,318,42.148587,False,True,False,0.03950333595275879,0.01920008659362793,0,0,False,False,False
gpt2xl,advising,mysql,124,3,train,exclude,4,61,449,55.98086,False,True,False,0.0750732421875,0.0493466854095459,0,0,False,False,False
gpt2xl,advising,mysql,125,3,train,exclude,4,61,450,55.542415,False,True,False,0.042001962661743164,0.015628576278686523,0,0,False,False,False
gpt2xl,advising,mysql,126,3,train,exclude,4,27,243,35.467531,False,True,False,0.03889346122741699,0.017151594161987305,0,0,False,False,False
gpt2xl,advising,mysql,127,3,train,train,4,43,338,43.41668,False,True,False,0.04332852363586426,0.02587437629699707,0,0,False,False,False
gpt2xl,advising,mysql,128,3,train,exclude,4,42,327,69.344373,False,True,False,0.03473377227783203,0.015605926513671875,0,0,False,False,False
gpt2xl,advising,mysql,129,3,train,exclude,4,53,395,49.31789,False,True,False,0.05035996437072754,0.010671854019165039,0,0,False,False,False
gpt2xl,advising,mysql,130,3,train,test,4,61,447,56.705803,False,True,False,0.10162901878356934,0.07416796684265137,0,0,False,False,False
gpt2xl,advising,mysql,131,3,train,exclude,4,61,449,55.948633,False,True,False,0.049482107162475586,0.024261474609375,0,0,False,False,False
gpt2xl,advising,mysql,132,3,train,exclude,4,43,317,42.362843,False,True,False,0.04369187355041504,0.02167201042175293,0,0,False,False,False
gpt2xl,advising,mysql,133,3,train,exclude,4,43,337,44.128257,False,True,False,0.037949562072753906,0.015770673751831055,0,0,False,False,False
gpt2xl,advising,mysql,134,3,train,exclude,4,50,347,39.323094,False,True,False,0.04050278663635254,0.013979911804199219,0,0,False,False,False
gpt2xl,advising,mysql,135,3,train,exclude,4,61,453,55.910135,False,True,False,0.07124090194702148,0.02861928939819336,0,0,False,False,False
gpt2xl,advising,mysql,136,3,train,dev,4,43,319,42.604627,False,True,False,0.03500509262084961,0.013366222381591797,0,0,False,False,False
gpt2xl,advising,mysql,137,3,train,exclude,4,61,451,55.798025,False,True,False,0.0704042911529541,0.03120732307434082,0,0,False,False,False
gpt2xl,advising,mysql,138,3,train,exclude,4,43,318,43.678325,False,True,False,0.05588674545288086,0.017863988876342773,0,0,False,False,False
gpt2xl,advising,mysql,139,3,train,exclude,4,42,324,42.468749,False,True,False,0.04076051712036133,0.020215749740600586,0,0,False,False,False
gpt2xl,advising,mysql,140,3,train,exclude,4,42,324,43.012101,False,True,False,0.034574270248413086,0.014566659927368164,0,0,False,False,False
gpt2xl,advising,mysql,141,3,train,exclude,4,43,334,43.629511,False,True,False,0.0328364372253418,0.013839960098266602,0,0,False,False,False
gpt2xl,advising,mysql,143,3,train,exclude,4,35,264,36.916665,False,True,False,0.04581332206726074,0.012500286102294922,0,0,False,False,False
gpt2xl,advising,mysql,144,3,train,exclude,4,27,209,31.967903,False,True,False,0.03955721855163574,0.019595623016357422,0,0,False,False,False
gpt2xl,advising,mysql,145,3,train,train,4,61,452,56.073816,False,True,False,0.07648348808288574,0.038402557373046875,0,0,False,False,False
gpt2xl,advising,mysql,146,3,train,exclude,4,61,449,55.933101,False,True,False,0.07303857803344727,0.04063105583190918,0,0,False,False,False
gpt2xl,advising,mysql,147,3,train,exclude,4,61,449,56.920123,False,True,False,0.06892061233520508,0.03956031799316406,0,0,False,False,False
gpt2xl,advising,mysql,148,3,train,exclude,4,61,448,57.064765,False,True,False,0.08250164985656738,0.038046836853027344,0,0,False,False,False
gpt2xl,advising,mysql,149,3,train,exclude,4,61,451,55.639655,False,True,False,0.04552197456359863,0.030312299728393555,0,0,False,False,False
gpt2xl,advising,mysql,150,3,train,exclude,4,44,330,43.436269,False,True,False,0.054207801818847656,0.014632940292358398,0,0,False,False,False
gpt2xl,advising,mysql,151,3,train,exclude,4,61,453,56.690316,False,True,False,0.04826641082763672,0.017902612686157227,0,0,False,False,False
gpt2xl,advising,mysql,152,3,train,train,4,61,451,55.325249,False,True,False,0.05736947059631348,0.027534961700439453,0,0,False,False,False
gpt2xl,advising,mysql,153,3,train,train,4,61,450,55.355263,False,True,False,0.0533297061920166,0.018150806427001953,0,0,False,False,False
gpt2xl,advising,mysql,154,3,train,exclude,4,61,449,55.785792,False,True,False,0.0407719612121582,0.02252650260925293,0,0,False,False,False
gpt2xl,advising,mysql,155,3,train,exclude,4,61,449,58.635182,False,True,False,0.08349013328552246,0.03788352012634277,0,0,False,False,False
gpt2xl,advising,mysql,156,3,train,exclude,4,61,451,56.577058,False,True,False,0.049875497817993164,0.023989439010620117,0,0,False,False,False
gpt2xl,advising,mysql,157,3,train,train,4,61,451,55.866595,False,True,False,0.041147708892822266,0.016994237899780273,0,0,False,False,False
gpt2xl,advising,mysql,158,3,train,exclude,4,61,449,58.306894,False,True,False,0.07257580757141113,0.029651403427124023,0,0,False,False,False
gpt2xl,advising,mysql,159,3,train,exclude,4,61,450,56.731445,False,True,False,0.07507872581481934,0.03676724433898926,0,0,False,False,False
gpt2xl,advising,mysql,160,3,train,exclude,4,43,336,44.365332,False,True,False,0.042458534240722656,0.018105268478393555,0,0,False,False,False
gpt2xl,advising,mysql,161,3,train,exclude,4,43,320,42.130744,False,True,False,0.039026737213134766,0.024193286895751953,0,0,False,False,False
gpt2xl,advising,mysql,162,3,train,exclude,4,61,453,56.477281,False,True,False,0.05073857307434082,0.015531539916992188,0,0,False,False,False
gpt2xl,advising,mysql,163,3,train,exclude,4,61,448,55.051424,False,True,False,0.06034708023071289,0.01920914649963379,0,0,False,False,False
gpt2xl,advising,mysql,164,3,train,exclude,4,43,320,42.730305,False,True,False,0.05534863471984863,0.01375126838684082,0,0,False,False,False
gpt2xl,advising,mysql,165,3,train,train,4,61,447,57.804742,False,True,False,0.07933235168457031,0.04977703094482422,0,0,False,False,False
gpt2xl,advising,mysql,166,3,train,exclude,4,61,448,55.891042,False,True,False,0.05335235595703125,0.026515483856201172,0,0,False,False,False
gpt2xl,advising,mysql,167,3,train,exclude,4,50,346,45.106669,False,True,False,0.0573267936706543,0.030219316482543945,0,0,False,False,False
gpt2xl,advising,mysql,168,3,train,exclude,4,59,446,65.809964,False,True,False,0.08647751808166504,0.056543827056884766,0,0,False,False,False
gpt2xl,advising,mysql,169,3,train,exclude,4,59,445,55.858251,False,True,False,0.05466508865356445,0.022507905960083008,0,0,False,False,False
gpt2xl,advising,mysql,170,3,train,exclude,4,61,450,55.136424,False,True,False,0.03483295440673828,0.017366886138916016,0,0,False,False,False
gpt2xl,advising,mysql,171,3,train,exclude,4,61,451,55.35464,False,True,False,0.05907154083251953,0.01775383949279785,0,0,False,False,False
gpt2xl,advising,mysql,172,3,train,exclude,4,61,453,54.992366,False,True,False,0.04590106010437012,0.017685413360595703,0,0,False,False,False
gpt2xl,advising,mysql,173,3,train,exclude,4,61,450,56.463502,False,True,False,0.06401848793029785,0.03374648094177246,0,0,False,False,False
gpt2xl,advising,mysql,174,3,train,exclude,4,43,348,45.867406,False,True,False,0.04574918746948242,0.01984715461730957,0,0,False,False,False
gpt2xl,advising,mysql,175,3,train,exclude,4,59,448,58.271946,False,True,False,0.0749979019165039,0.03934621810913086,0,0,False,False,False
gpt2xl,advising,mysql,176,3,train,exclude,4,61,449,57.225027,False,True,False,0.05160188674926758,0.01887369155883789,0,0,False,False,False
gpt2xl,advising,mysql,177,3,train,exclude,4,61,450,57.157588,False,True,False,0.04814291000366211,0.02519702911376953,0,0,False,False,False
gpt2xl,advising,mysql,178,3,train,exclude,4,61,450,56.923443,False,True,False,0.0841522216796875,0.05008196830749512,0,0,False,False,False
gpt2xl,advising,mysql,179,3,train,exclude,4,61,450,55.687441,False,True,False,0.0554194450378418,0.02306818962097168,0,0,False,False,False
gpt2xl,advising,mysql,180,3,train,exclude,4,59,441,210.170875,False,True,False,0.10384559631347656,0.07483696937561035,0,0,False,False,False
gpt2xl,advising,mysql,181,3,train,exclude,4,43,315,43.292863,False,True,False,0.06403994560241699,0.02834010124206543,0,0,False,False,False
gpt2xl,advising,mysql,183,3,train,exclude,4,61,451,55.63796,False,True,False,0.06591010093688965,0.03685450553894043,0,0,False,False,False
gpt2xl,advising,mysql,184,3,train,exclude,4,61,447,57.548519,False,True,False,0.11035394668579102,0.07630586624145508,0,0,False,False,False
gpt2xl,advising,mysql,185,3,train,exclude,4,42,323,43.131824,False,True,False,0.051653146743774414,0.016940593719482422,0,0,False,False,False
gpt2xl,advising,mysql,186,3,train,exclude,4,43,318,41.865831,False,True,False,0.04144692420959473,0.016572237014770508,0,0,False,False,False
gpt2xl,advising,mysql,187,3,train,exclude,4,43,337,44.966744,False,True,False,0.046922922134399414,0.020694255828857422,0,0,False,False,False
gpt2xl,advising,mysql,188,3,train,exclude,4,42,323,42.493236,False,True,False,0.0496363639831543,0.014482975006103516,0,0,False,False,False
gpt2xl,advising,mysql,189,3,train,exclude,4,43,319,42.348092,False,True,False,0.053914546966552734,0.01425480842590332,0,0,False,False,False
gpt2xl,advising,mysql,190,3,train,train,4,61,450,57.512205,False,True,False,0.07810330390930176,0.04619860649108887,0,0,False,False,False
gpt2xl,advising,mysql,191,3,train,exclude,4,61,451,54.761586,False,True,False,0.05646514892578125,0.020604848861694336,0,0,False,False,False
gpt2xl,advising,mysql,192,3,train,test,4,53,361,190.580654,False,True,False,0.1111457347869873,0.07116174697875977,0,0,False,False,False
gpt2xl,advising,mysql,193,3,train,exclude,4,61,451,55.167652,False,True,False,0.06348276138305664,0.029839754104614258,0,0,False,False,False
gpt2xl,advising,mysql,194,3,train,exclude,4,61,449,55.509524,False,True,False,0.06338858604431152,0.03531503677368164,0,0,False,False,False
gpt2xl,advising,mysql,195,3,train,exclude,4,43,336,43.982639,False,True,False,0.04369211196899414,0.020946741104125977,0,0,False,False,False
gpt2xl,advising,mysql,196,3,train,exclude,4,61,448,56.106018,False,True,False,0.10122132301330566,0.05500197410583496,0,0,False,False,False
gpt2xl,advising,mysql,197,3,train,exclude,4,43,318,42.580843,False,True,False,0.03802680969238281,0.018760204315185547,0,0,False,False,False
gpt2xl,advising,mysql,198,3,train,exclude,4,61,450,55.357333,False,True,False,0.03577280044555664,0.018131732940673828,0,0,False,False,False
gpt2xl,advising,mysql,199,3,train,exclude,4,43,319,37.557271,False,True,False,0.06149649620056152,0.023220062255859375,0,0,False,False,False
gpt2xl,advising,mysql,200,3,train,exclude,4,42,322,43.024961,False,True,False,0.038314104080200195,0.02163100242614746,0,0,False,False,False
gpt2xl,advising,mysql,201,3,train,exclude,4,42,324,42.546523,False,True,False,0.05096626281738281,0.012899160385131836,0,0,False,False,False
gpt2xl,advising,mysql,202,3,train,exclude,4,61,452,56.396614,False,True,False,0.08704781532287598,0.045670509338378906,0,0,False,False,False
gpt2xl,advising,mysql,203,3,train,train,4,61,452,55.656143,False,True,False,0.04919719696044922,0.020970582962036133,0,0,False,False,False
gpt2xl,advising,mysql,204,3,train,exclude,4,42,325,42.689703,False,True,False,0.04070901870727539,0.026362895965576172,0,0,False,False,False
gpt2xl,advising,mysql,205,3,train,test,4,42,328,42.854532,False,True,False,0.04293990135192871,0.016248464584350586,0,0,False,False,False
gpt2xl,advising,mysql,207,3,train,exclude,4,43,334,44.684182,False,True,False,0.06418204307556152,0.05420494079589844,0,0,False,False,False
gpt2xl,advising,mysql,208,3,train,exclude,4,61,449,58.129625,False,True,False,0.08437132835388184,0.035848140716552734,0,0,False,False,False
gpt2xl,advising,mysql,209,3,train,exclude,4,61,453,55.502571,False,True,False,0.05653524398803711,0.016546249389648438,0,0,False,False,False
gpt2xl,advising,mysql,210,3,train,exclude,4,27,241,165.071634,False,True,False,0.05415511131286621,0.016122102737426758,0,0,False,False,False
gpt2xl,advising,mysql,211,3,train,exclude,4,27,243,24.871391,False,True,False,0.037069082260131836,0.014604330062866211,0,0,False,False,False
gpt2xl,advising,mysql,212,3,train,exclude,4,42,322,36.372373,False,True,False,0.04890942573547363,0.020223379135131836,0,0,False,False,False
gpt2xl,advising,mysql,213,3,train,exclude,4,39,310,188.983825,False,True,False,0.11004400253295898,0.0772855281829834,0,0,False,False,False
gpt2xl,advising,mysql,214,3,train,exclude,4,59,446,93.352017,False,True,False,0.12571954727172852,0.08326959609985352,0,0,False,False,False
gpt2xl,advising,mysql,215,3,train,exclude,4,59,450,214.648651,False,True,False,0.13962578773498535,0.09391522407531738,0,0,False,False,False
gpt2xl,advising,mysql,216,3,train,exclude,4,61,447,56.105237,False,True,False,0.0800483226776123,0.049826860427856445,0,0,False,False,False
gpt2xl,advising,mysql,217,3,train,exclude,4,42,323,43.052856,False,True,False,0.05894827842712402,0.020878314971923828,0,0,False,False,False
gpt2xl,advising,mysql,218,3,train,exclude,4,59,442,70.597914,False,True,False,0.07867932319641113,0.0466766357421875,0,0,False,False,False
gpt2xl,advising,mysql,219,3,train,exclude,4,61,450,55.264297,False,True,False,0.03793001174926758,0.013423681259155273,0,0,False,False,False
gpt2xl,advising,mysql,220,3,train,exclude,4,42,323,42.852132,False,True,False,0.04382801055908203,0.02288985252380371,0,0,False,False,False
gpt2xl,advising,mysql,221,3,train,exclude,4,61,448,56.075989,False,True,False,0.13733386993408203,0.05579233169555664,0,0,False,False,False
gpt2xl,advising,mysql,222,3,train,dev,4,43,338,45.163938,False,True,False,0.042922258377075195,0.020868778228759766,0,0,False,False,False
gpt2xl,advising,mysql,223,3,train,exclude,4,42,325,43.935225,False,True,False,0.038695335388183594,0.014973163604736328,0,0,False,False,False
gpt2xl,advising,mysql,224,4,test,test,4,60,442,47.428475,False,True,False,0.03569436073303223,0.3299732208251953,0,0,False,False,False
gpt2xl,advising,mysql,225,4,test,test,4,52,391,43.178179,False,True,False,0.043212175369262695,0.15398740768432617,0,0,False,False,False
gpt2xl,advising,mysql,228,4,test,test,4,52,352,39.418165,False,True,False,0.045372724533081055,0.18885374069213867,0,0,False,False,False
gpt2xl,advising,mysql,229,4,test,dev,4,41,311,42.014294,False,True,False,0.04501461982727051,0.11480045318603516,0,0,False,False,False
gpt2xl,advising,mysql,231,4,test,dev,4,47,337,37.197335,False,True,False,0.033617496490478516,0.04691457748413086,0,0,False,False,False
gpt2xl,advising,mysql,233,4,test,train,4,44,300,43.847404,False,True,False,0.04554605484008789,0.06714773178100586,0,0,False,False,False
gpt2xl,advising,mysql,234,4,test,train,4,62,418,49.898922,False,True,False,0.059690237045288086,0.09184122085571289,0,0,False,False,False
gpt2xl,advising,mysql,235,4,test,train,4,43,352,52.693175,False,True,False,0.0625467300415039,0.07733559608459473,0,0,False,False,False
gpt2xl,advising,mysql,240,4,test,train,4,60,445,62.266213,False,True,False,0.14260625839233398,0.6255447864532471,0,0,False,False,False
gpt2xl,advising,mysql,242,3,test,test,4,59,450,62.71431,False,True,False,0.09365582466125488,0.2650613784790039,0,0,False,False,False
gpt2xl,advising,mysql,243,3,test,train,4,38,299,60.847742,False,True,False,0.13635039329528809,0.19486546516418457,0,0,False,False,False
gpt2xl,advising,mysql,245,3,test,train,4,59,446,55.522169,False,True,False,0.11995244026184082,0.16482138633728027,0,0,False,False,False
gpt2xl,advising,mysql,247,3,test,train,4,59,450,70.120593,False,True,False,0.15295958518981934,0.2320547103881836,0,0,False,False,False
gpt2xl,advising,mysql,248,3,test,train,4,59,451,87.934869,False,True,False,0.1202383041381836,0.1226034164428711,0,0,False,False,False
gpt2xl,advising,mysql,249,3,test,train,4,45,365,67.596447,False,True,False,0.05747628211975098,0.10051655769348145,0,0,False,False,False
gpt2xl,advising,mysql,250,3,test,test,4,59,453,68.040618,False,True,False,0.07183408737182617,0.09733772277832031,0,0,False,False,False
gpt2xl,advising,mysql,251,3,test,test,4,59,455,78.632169,False,True,False,0.1146078109741211,0.10791683197021484,0,0,False,False,False
gpt2xl,advising,mysql,253,3,test,dev,4,59,446,75.612304,False,True,False,0.11520075798034668,0.2510035037994385,0,0,False,False,False
gpt2xl,advising,mysql,254,3,test,train,4,59,450,57.684073,False,True,False,0.12908172607421875,0.1390070915222168,0,0,False,False,False
gpt2xl,advising,mysql,255,3,test,test,4,59,447,67.22684,False,True,False,0.08095312118530273,0.06405234336853027,0,0,False,False,False
gpt2xl,advising,mysql,257,3,test,train,4,59,450,58.749119,False,True,False,0.10831451416015625,0.13920164108276367,0,0,False,False,False
gpt2xl,advising,mysql,259,3,test,train,4,59,445,240.190914,False,True,False,0.19465255737304688,0.2116708755493164,0,0,False,False,False
gpt2xl,advising,mysql,260,3,test,train,4,59,448,95.024537,False,True,False,0.15141057968139648,0.16133594512939453,0,0,False,False,False
gpt2xl,advising,mysql,261,4,test,train,4,35,283,195.013081,False,True,False,0.07767128944396973,0.3369603157043457,0,0,False,False,False
gpt2xl,advising,mysql,263,4,test,train,4,46,329,46.359147,False,True,False,0.0534052848815918,0.05181002616882324,0,0,False,False,False
gpt2xl,advising,mysql,264,4,test,train,4,48,339,46.874518,False,True,False,0.05169320106506348,0.03913521766662598,0,0,False,False,False
gpt2xl,advising,mysql,265,4,test,test,4,51,372,49.932696,False,True,False,0.04427671432495117,0.0855860710144043,0,0,False,False,False
gpt2xl,advising,mysql,267,4,test,train,4,47,330,38.969278,False,True,False,0.0540165901184082,0.09967684745788574,0,0,False,False,False
gpt2xl,advising,mysql,269,4,test,train,4,14,167,24.955143,False,True,False,0.05060911178588867,0.20481109619140625,0,0,False,False,False
gpt2xl,advising,mysql,272,4,test,dev,4,48,338,46.171193,False,True,False,0.03845643997192383,0.1225583553314209,0,0,False,False,False
gpt2xl,advising,mysql,273,4,test,train,4,36,286,188.759081,False,True,False,0.0875997543334961,0.2912421226501465,0,0,False,False,False
gpt2xl,advising,mysql,274,4,test,train,4,36,285,186.90473,False,True,False,0.03978109359741211,0.08054137229919434,0,0,False,False,False
gpt2xl,advising,mysql,275,4,test,train,4,38,299,42.194351,False,True,False,0.03379082679748535,0.031854867935180664,0,0,False,False,False
gpt2xl,advising,mysql,276,4,test,train,4,12,165,24.502635,False,True,False,0.03760814666748047,0.028807401657104492,0,0,False,False,False
gpt2xl,advising,mysql,277,4,test,train,4,59,430,54.468257,False,True,False,0.055436134338378906,0.34941720962524414,0,0,False,False,False
gpt2xl,advising,mysql,279,4,dev,test,4,44,281,34.436316,False,False,False,0.03902792930603027,0.014607667922973633,0,0,False,False,False
gpt2xl,advising,mysql,283,4,dev,test,4,47,331,39.578188,False,False,False,0.04684567451477051,0.013298273086547852,0,0,False,False,False
gpt2xl,advising,mysql,291,4,dev,train,4,44,285,34.622373,False,False,False,0.04481363296508789,0.014954805374145508,0,0,False,False,False
gpt2xl,advising,mysql,294,4,test,dev,4,43,342,40.892079,False,True,False,0.03582954406738281,0.2720937728881836,0,0,False,False,False
gpt2xl,advising,mysql,295,4,test,train,4,43,354,48.869612,False,True,False,0.04017138481140137,0.09946918487548828,0,0,False,False,False
gpt2xl,advising,mysql,296,4,test,train,4,29,269,39.448227,False,True,False,0.055878639221191406,0.13690805435180664,0,0,False,False,False
gpt2xl,advising,mysql,297,4,test,train,4,31,291,35.484274,False,True,False,0.056768178939819336,0.07953572273254395,0,0,False,False,False
gpt2xl,advising,mysql,298,4,test,train,4,45,363,42.019911,False,True,False,0.042204856872558594,0.0384058952331543,0,0,False,False,False
gpt2xl,advising,mysql,299,4,test,dev,4,31,290,35.242327,False,True,False,0.04331660270690918,0.07026815414428711,0,0,False,False,False
gpt2xl,advising,mysql,300,4,test,train,4,44,343,39.944951,False,True,False,0.04395604133605957,0.034635305404663086,0,0,False,False,False
gpt2xl,advising,mysql,301,4,test,train,4,59,448,51.63402,False,True,False,0.16647076606750488,0.23788666725158691,0,0,False,False,False
gpt2xl,advising,mysql,302,4,test,train,4,48,339,41.137417,False,True,False,0.054730892181396484,0.14699316024780273,0,0,False,False,False
gpt2xl,advising,mysql,303,4,test,train,4,12,141,159.72969,False,True,False,0.04746747016906738,0.043065547943115234,0,0,False,False,False
gpt2xl,advising,mysql,304,4,test,train,4,30,266,26.988041,False,True,False,0.04683375358581543,0.03846335411071777,0,0,False,False,False
gpt2xl,advising,mysql,306,4,test,train,4,29,268,186.142473,False,True,False,0.07015681266784668,0.10909104347229004,0,0,False,False,False
gpt2xl,advising,mysql,308,4,test,train,4,26,229,176.97287,False,True,False,0.047699928283691406,0.05685281753540039,0,0,False,False,False
gpt2xl,advising,mysql,310,4,test,train,4,28,266,33.290447,False,True,False,0.03787541389465332,0.02284407615661621,0,0,False,False,False
